,lyrics_title,lyrics
10,When To Say When Lyrics, intro  yeah somebody  um somebody hit me today and they were like  nah  just make sure  you know you tell me what to do when i get there  you know    june  you re a genius  i said   i respect it  no problem  i got all these blessings just to give it to others anyway know what i m sayin   yeah  my hand s always open  for real   verse  ayy thirty three years  i gave that to the game thirty three mil   i ll save that for the rain five hundred weeks  i ll fill the charts with my pain five hundred mil  and i ll fall back in the 6ix finally give you niggas the space you need to exist michael jackson shit  but the palace is not for kids still women sayin  it s childish  the way we live brought a few ws to the 6ix baby mama fluke  but i love her for who she is baby  wayne and tez responsible for this shit half the time  i question my consciousness in this shit other times  i question if compliments are legit full time  i m out here confident as a bitch tryna make good on the promises that i give tryna make sure my accomplices are legit register the business in my brother s name thirty five hunnid in her pocket  that should cover things certified lover man  trappin  out the motherland always move right so my watch is on the other hand she can try and play it down now  but she was a fan people wanna know what s in my pockets  they don t understand my assistant always findin  percocet and rubber bands know my mom might not want to hear how i discover plans word to sandra graham  no one love you like your mother can i watched michael rubin win a million off a couple hands i decide what to see next like it s on demand i decide what to be next like i m switchin  plans i ma tell you what you feel next like the weatherman i will split heads and break necks for my little man 6 god  prayin  hands like i m a religious man but i m just a sicker man  wicked man look  we can argue back and forth  but who s the richer man  isn t that what matters in this world that we livin  in  bang those dividends  snakes stay slitherin  how you plan to make it to the top by just fittin  in  how you plan to take a nigga s spot by just givin  in  how you gon  treat this shit like you gon  get to live again  how you gettin  hype off one hit  do that shit again how you got a manager you mad at after you got the win  bet you got some niggas that ll love you  til the bitter end bet you got somebody that s just smarter than your other friends give  em a percentage  see what happens to your blessings then you just need to stay close to your people that was there when others could ve been there when others should ve been got a nigga starin  at the game like   damn  coach  put him in  but you never listen  so you niggas goin  wood again got us in the crib  talkin   bout what niggas coulda been  shoulda been and i got your girl on the second floor  beggin  me to put it in and it s not because all of the money that you wouldn t spend and it s not because i set it up to try and get revenge it s because you niggas insecure  you ain t made men it s because even though you hate on me  we stay friends it s because you niggas never learn when to say when yeah   outro  for real facts  you know what i m sayin   hahaha  yeah
11,Chicago Freestyle (Ft. Giveon) Lyrics, chorus  giveon  two thirty  baby  won t you meet me by the bean  too early  maybe later you can show me things you know what it is whenever i visit windy city  she blowin  me kisses  no thirty degrees  way too cold  so hold me tight will i see you at the show tonight  will i see you at the show tonight    verse 1  drake  ayy  truck to the plane to the truck truck to the hotel lobby me  i go through underground garages presidential suite on deposit elevator up to the room shower up and then we hit the club touch down  gotta see what s up area code in my phone what numbers do i still have  who do i know from the past  hit one  she say she got a man hit another one  it goes green must ve changed phones on the team  member when you let me in between that was 2017 all good  chubbs will look around find one that seem my type that my dawg and he know what i like he done found me plenty in my life problem is  i meet a girl tonight then i go and treat her too nice galleria credit card swipes i don t even know if she a wife   pre chorus  drake  but i do know one thing though women  they come they go saturday through sunday  monday monday through sunday  yo maybe i ll love you one day maybe we ll someday grow  til then  i ll sit my drunk ass on that runway on this one way   chorus  giveon  two thirty  baby  won t you meet me by the bean  too early  maybe later you can show me things you know what it is whenever i visit windy city  she blowin  me kisses  no thirty degrees  way too cold  so hold me tight will i see you at the show tonight  will i see you at the show tonight    verse 2  drake  jewelry in the safe on arrival pistol on j for survival lot of people gunnin  for the title lot of people tryna take us viral i m just tryin  to have a nice night though waiter brought the check for the meal she said   babe  i think there was a typo  nah  girl  i got it  that s light though i could show you bigger things than that it s gon  be a minute  til i m back let me give you images that last amex had a limit in the past i had plenty women in the past i done plenty sinnin  in the past you don t need to know  but you can ask stickin  on your backstage pass all access  cause you bad you could go wherever with that ass show to the shower to the truck truck to the club for the party you go in first with your girls  cause i don t know who s out there watchin    pre chorus  drake  but i do know one thing though women  they come they go saturday through sunday  monday monday  sunday  yo maybe i ll love you one day maybe we ll someday grow  til then  i ll sit my drunk ass on that runway on this one way   chorus  giveon  two thirty  baby  won t you meet me by the bean  too early  maybe later you can show me things you know what it is whenever i visit windy city  she blowin  me kisses  no thirty degrees  way too cold  so hold me tight will i see you at the show tonight  will i see you at the show tonight 
12,Not You Too (Ft. Chris Brown) Lyrics, chorus  drake  first time in a long time hurtin  deeply inside first time in a long time hurtin  deeply   verse 1  drake  chris brown  drake   chris brown  trust trust who  watchin  my back even when i m in the booth oh  trust who  doin  my thing  but i m down to come clean  not like you i wanna make you feel the weight s off your shoulders too i ll take it just tell me it can t be that crazy and even if it is that crazy  baby i ll take it i want you  i know you re not an angel not you oh  just save it don t waste your time  cause i m wavy and i m sayin  things that i don t mean  but i do mean and i don t want you to miss me  cause there s no way that you re sorry and you re crying and you re sayin  things that i do believe  but i don t even want you to get in my mind i m supposed to be in your mind  oh woah  for the first time in a long time for the first time in a long for the first time in the longest time   chorus  drake with chris brown  first time in a long time hurtin  deeply inside first time in a long time hurtin  deeply   bridge  drake  chris brown  chris brown   drake  yeah  now  oh  baby  ayy hurtin  deeply inside trust trust trust trust who    verse 2  drake with chris brown  trust me and i can set you free left your man  came straight to me you the real mvp  my love ride dirty like pimp c you a real ten speed freak  shawty you was everything a nigga need you was everything to me  my love why you keep that little shit from me  left me down on bended knee when i scooped you in the maybach the only time a nigga ever made you take a backseat why you do that little shit to me  shawty  when you know that we was meant to be why d you keep those things from me  my love   love  i ve given you enough time sponsored by aberlour introducing aberlour all access see more   chorus  drake with chris brown  hurtin  deeply inside trust trust hurtin  deeply  deeply   outro  drake  thought i knew the real  then they flipped how many times did i ask about this  on god  why you let me find out like this  on god  houston  we got a problem  my dawg all my niggas love you  got us all involved ain t no goin  back to how we started off no  no  no  no
13,Toosie Slide Lyrics, pre chorus  black leather glove  no sequins buckles on the jacket  it s alyx shit nike crossbody  got a piece in it got a dance  but it s really on some street shit i ma show you how to get it   chorus  it go right foot up  left foot  slide left foot up  right foot  slide basically  i m sayin  either way  we  bout to slide  ayy can t let this one slide  ayy   post chorus  don t you wanna dance with me  no  i could dance like michael jackson i could give you thug passion it s a thriller in the trap where we from baby  don t you wanna dance with me  no  i could dance like michael jackson i could give you satisfaction and you know we out here every day with it i ma show you how to get it   chorus  it go right foot up  left foot  slide left foot up  right foot  slide basically  i m sayin   either way  we  bout to slide  ayy can t let this one slide  ayy  who s bad     verse 1  two thousand shorties wanna tie the knot  ayy  yeah two hundred shooters on my brother s block  woah  yeah petal off a rose like i love her not  maybe not i don t know what s wrong with me  i can t stop  woah  yeah won t stop  woah  yeah  never stop got so many opps  i be mistakin  opps for other opps got so many people that i love out of troubled spots other than the family i got  it s either you or me that s just how i think  it s either you or me this life got too deep for you  baby two or three of us about to creep where they stayin    pre chorus  black leather glove  no sequins buckles on the jacket  it s alyx shit nike crossbody  got a piece in it got a dance  but it s really on some street shit i ma show you how to get it   chorus  it go right foot up  left foot  slide left foot up  right foot  slide basically  i m sayin  either way  we  bout to slide  ayy can t let this one slide  ayy  who s bad     verse 2  toosie slide  then i hit it double time then i hit a spin  cause we spun their block a couple times if it s not the right time  there ll always be another time i m not even trippin   we ll just see  em in the summertime  woah  yeah can t describe the pressure i be puttin  on myself  yeah really  i just can t afford to lose nobody else  yeah if they movin  shaky  we ll just do this shit ourselves  woah if i m movin  shaky  chubbs ll do this shit himself  yeah solo niggas  only yolo  for real heard a lot about you but we don t know for real next time  guarantee the truth ll get revealed   pre chorus  black leather gloves  no sequins  yeah buckles on the jacket  it s alyx shit nike crossbody  got a piece in it got a dance  but it s really on some street shit i ma show you how   chorus  it go right foot up  left foot  slide left foot up  right foot  slide basically  i m sayin  either way we  bout to slide  ayy can t let this one slide  ayy   post chorus  don t you wanna dance with me  no  i could dance like michael jackson  jackson  i could give you thug passion  passion  it s a thriller in the trap where we from  where we from  baby  don t you wanna dance with me  no  i could dance like michael jackson  jackson  i could give you satisfaction   faction  and you know we out here every day with it i ma show you how to get it   chorus  it go right foot up  left foot  slide left foot up  right foot  slide basically  i m sayin  either way we  bout to slide  who s bad  
14,Desires (Ft. Future) Lyrics, intro  drake  d  hill  d  hill  ayy   chorus  drake  i should ve put you somewhere where no one could find you mansion out in the sticks with nothin  around you katy  texas  dallas  texas  you know  a different environment  ayy   cause you got desires  i know  i know  i know  cause you got desires  i know  i know  i know  cause you got desires   verse 1  future  you got that fire and i m not a liar you had me down on my knees every day  had to talk with messiah i m in that 8 and that 1 and that 2  this a different ferrari  yeah i tried to pay all your loans off and cop you a driver  yeah i had you stayin  too close to the city  you actin  too vulnerable livin  this life i should ve moved you away from houston before i copped you all this ice you wanna be my number one  you re not actin  like the main thing i let you play my number two  you barely made the second string   chorus  drake  i should ve put you somewhere where no one could find you  ayy  mansion out in the sticks with nothin  around you katy  texas  dallas  texas  you know  a different environment  ayy   cause you got desires  i know  i know  i know  cause you got desires  i know  i know  i know  cause you got desires   verse 2  drake  ayy self control has never been your thing don t think it ll help if there s a ring with a rock in it where i m from  they serve the soda clean  clean  clean  you come from a city where there s lean with the rocks in it how the fuck you keep so many secrets  how you goin  vegan  but still beefin  with me again  how the fuck you ve seen so many beaches  tickets to them places don t come cheap  and i see you back in turks remember who took you there first and don t you forget it got you a whip  but then you got back on your shit i had to tell eric go get it i m always movin  too fast  the feeling don t last i feel like you take me for granted probably my fault for the way that i handle it   chorus  drake  i should ve put you somewhere where no one could find you  ayy  mansion out in the sticks with nothin  around you katy  texas  dallas  texas  you know  a different environment  ayy   cause you got desires  i know  i know  i know  ayy   cause you got desires  i know  i know  i know  ayy   cause you got desires   verse 3  drake  ooh  shawty  you tried it voice gettin  filled with entitlement why would you tell me those lies  and why would you make it so bold to my face  why are your stories all over the place  whole lotta secrets friends don t keep safe where did your friends all go   woo  i can t solve your problems you say your problems never needed solvin  i was too good to you  should ve stayed solid nice guys always finish off where they started d j  vu  you wanted things and you got  em d j  vu  i wanted smoke and i got it d j  vu  d j  d j    outro  mark robinson   drake  alright  so unfortunately  i m still here  hahaha  but  you know  if you re here  it s still up in the building and you just wanna hear some chune  some music i think  you know  you found the right spot i m outside in an amg right outside  tt you know  shout out my brother drake  for you know  too turnt  baby girl  you know me  popping this off real quick
15,Time Flies Lyrics, chorus  yeah  i m outside in an amg right outside  tt too turnt  baby girl  you know me  yeah still with the dawgs that i grew beside all the niggas  round me ride or they die gotta watch the time  cause it s flyin  right by i m outside in an amg  yeah right outside  tt too turnt  baby girl  you know me who am i  all the niggas  round me ride or they die gotta watch the time  cause it s flyin  right by too turnt  baby girl  you know me   verse 1  i just caught a shawty off a finsta just threw on a hoodie  it s a crenshaw way that i been livin  unconventional i m just tryna make it to the end  ya know certain things just started gettin  tenser think we need to have us an adventure i could be your man but maybe down the road right now i would rather see my heart turn to chrome rather see my heart turn crystal i can t even front like i don t miss ya right now i m just stuck inside the crib on my own soon as i free up  i m  bout to pop up on your phone like   chorus  i m outside in an amg right outside  tt too turnt  baby girl  you know me  yeah who am i  all the niggas  round me ride or they die gotta watch the time  cause it s flyin  right by too turnt  baby girl  you know me yeah   verse 2  heart s still on javelin  baby too turnt  baby girl  you know me i was pullin  off  fore they knew me sometimes i wish there was two of me or three of me when it was you and me i felt like i love you too much to change you you believe in angles more than angels feel like i ve been going through too much to explain to you but i m still the same way i was when i came to you everything i have  what i had to exchange for you everything i ve been through  i can t even complain to you wish it stayed the same for you  sorry i m sorry   outro  and and and and  i m outside in a  i m i m i m i m   i m i m i m i m   i m i m i m i m   i m outside in a  i m i m i m i m   i m i m i m i m   i m i m i m i m   i m outside in a  and and and and i m outside in a  i m i m i m i m   i m i m i m i m   i m i m i m i m   i m outside in a  woi oi  woi oi woi oi woi oi woi oi woi oi
16,Landed Lyrics, intro  yeah  ayy  ayy   chorus  if i gotta land  i ma stick it baby  let it go and you gon  miss it wrote this with a cartier pen  do i sound different  yeah  yeah overseas and back  i was round trippin  i ve been  uh  i ve been  what    verse 1  i ve been pop  whippin   wrist is on another rhythm i was not kiddin   don t know why they playin  with him i was not finna let them get no top billin  man  they really tried to take this shit and run with it and i bought my dawg a rollie  cause he rolled with it  yeah and i bought that girl a shovel  cause she gold diggin   yeah if he talkin  out his head  then it s off with it  yeah boardin  air drake  then we takin  off in it  yeah   chorus  and if i gotta land  i ma stick it  ayy  yeah baby  let it go and you gon  miss it wrote this with a cartier pen  do i sound different  yeah  you always said i changed  i m just now switchin  ayy  ayy  what    verse 2  ayy  ayy  i done dosed off i done got a different number  cause i m closed off used to hit the bitch and now she wanna    huh now she wanna call me like she doesn t know that phone s off  uh  what  i just met her friend and now her clothes off  yeah drop around whoever  bet it goes off  yeah patek doin  backflips  showin  off   chorus  yeah  and if i gotta land  i ma stick it baby  let it go and you gon  miss it wrote this with a cartier pen  do i sound different  yeah  yeah overseas and back  i was round trippin  i ve been  uh  i ve been  what    verse 3  i ve been pop  whippin   wrist is on another rhythm he been block switchin   don t know how you ride with him gotta supermodel  wanna be a down missus all my niggas  they be on them out of town missions wasn t hearin  me before  okay  but now listen pushin  five cadillacs like a politician i be in and out arenas like i m scottie pippen yeah  pop  whippin   wrist is goin  thirty with it  ooh  yeah put the beat in front of me  i m dirtyin  it  yeah  what  do this shit for real  you niggas dabble in it  yeah say you need a minute  i don t have a minute  yeah and if i gotta land  i ma  stick that motherfucker at the clearport and park that
17,"D4L by Future, Drake & Young Thug Lyrics", intro  young thug   808 my crew   ayy  southside  where you get all that drip   yeah  yeah yeah   chorus  young thug   future  fbg  ysl  know just what s brackin   yeah  yeah  yeah  told my story  gotta clear it by your daddy  yeah  yeah  yeah  fbg  ysl  what s hannenin    what s hannenin    richard mille  all this year  nigga  what s hannenin    what s hannenin    louis vuitton bandana  bro  what hannenin    what s hannenin    d4l  stunna man  say what s hannenin    what s hannenin    bowen homes  you know  that shiesty shit  what s hannenin    you go outside  you better back it   verse 1  future   young thug  oh  my right wrist a ferrari  skrrt  skrrt  foreign breed  american  she call me papi  yeah  yeah  yeah  vroom  vroom  hellcat  give it to the goons  vroom  on that earl manigault  shootin  it out the spoon seen a prom queen smoke crack when i was lil  million dollars in cash like i sell drugs  sell drugs  gave my bitch a hundred racks  vacuum sealed up  vacuum seal  what   vacuum sealed up   chorus  young thug   drake  fbg  ysl  know just what s brackin   yeah  yeah  yeah  told my story  gotta clear it by your daddy  yeah  yeah  yeah  fbg  ovo  what s hannenin    what s hannenin    richard mille  all year  what s hannenin    what s hannenin    ysl bandana  man  what s hannenin    what s hannenin    d4l  stunna man  man  what s hannenin    what s hannenin    bowen homes  you know  that shiesty shit  what s hannenin    you go outside  you better back it  ayy    verse 2  drake  go to palm springs for a daytrip freeband  october s own  it s the same shit shawty keep on knockin  back the shots  better pace this woah  woah  banknotes  presidential faces woah  woah  bankhead  started seein  spaceships  woah we just started fuckin   she impatient now she want a butt lift  now she want some lasik just to see the bag clearer  that way she can chase it ayy  ayy i remember grade six  i was up in payless tryna get some asics now i m nike d down in a motherfuckin  snake pit now i m type of nigga give it out and i don t take shit  808 my crew    verse 3  future   young thug  i been in the cut for thirteen thousand months  ayy  southside  where you get all that drip   all that brr  you gon  think we from saudi arabia money counter brr  yeah   ayy my trap comin  up the street  brr  let s go  i ran a check up on my feet  brr  run it up  bentley talk  bentley talk  brr  bentley  go ask your mama  i m a boss  brr  boss  i got oil  i m your daddy  brr  daddy  i bought her a  rari  swerve  skrrt   brr   rari  yeah  i eat calamari  brr  yeah  yeah  yeah  i ma let her park me   chorus  young thug   future  fbg  ysl  know just what s brackin   yeah  yeah  yeah  yeah  told my story  gotta clear it by your daddy  yeah  yeah  fbg  ysl  what s hannenin    what s hannenin    richard mille  all this year  nigga  what s hannenin    what s hannenin    louis vuitton bandana  bro  what hannenin    what s hannenin    d4l  stunna man  say what s hannenin    what s hannenin    bowen homes  you know  that shiesty shit  what s hannenin    you go outside  you better back it
18,Pain 1993 (Ft. Playboi Carti) Lyrics, intro  drake   yo  pi erre  yo  pi erre  ayy   chorus  drake   playboi carti  ayy niggas ain t gotta respect niggas just gotta accept i put that top left i love my crodie to death  codeine  hype williams  lil  x if you don t say it direct could give a fuck  ayy  yeah  yeah   verse 1  drake   playboi carti  i put some ice on her hand i let her take an advance shit wasn t goin  as planned i put that shit in the van she gotta move with her friend heard she went back to her man give a fuck  ayy i just put a wagen in the driveway  you know i did when i shoot my shot it s the kawhi way  it s goin  in me and lil  sicko sittin  sideways  breakin  tens used to be an antisocial nigga  now i m makin  friends i just got a mansion out in turks and it s a beachfront  okay  if she s bringin  four friends  i know i ll hit at least one  okay  slatt  slatt  slatt  slatt  got  em all tannin  by the pool and they greased up police in my city  man  i keep they pockets greased up  okay  me and capo tryna leave our mark and peace the east up ain t nobody makin  too much money off the beef stuff  okay  but i beef a rapper  cause i m never with the sweet stuff shawty came from mexico  she know she got the sweet stuff  yeah  yeah  yeah  you know    chorus  drake   playboi carti  ayy niggas ain t gotta respect niggas just gotta accept   cept  i put that top left  ayy  i love my crodie to death  codeine  hype williams  lil  x if you don t say it direct  yeah  could give a fuck  ayy  yeah  yeah   verse 2  playboi carti  racks all in my jeans and they raf simons  racks in my jeans  okay  diamonds all in my teeth  i called up the dentist  yeah  okay  got a goyard bag  i threw them racks in it  my racks  yeah  every time i m home  you know i whip the bentley  yeah  yeah  yeah  i just threw these pills in my cup  yeah  yeah  just threw these pills  uh  shawty just pulled up just to get fucked  shawty just pulled up  but i only want top  yeah  for sure  only want top  and i know i m on top  but i want more  okay  remember i used to sleep on the floor  with my  oh yeah  now every day i rock christian dior  okay  dior  yeah  now every day i gotta pour me a four  lean  lean  lean  lean  now every day i gotta pour me a four  lean  lean  lean  lean  okay  i spent a hundred k last night in new york  yeah  yeah  i spent a hundred k the next day  i was bored  okay  okay  yeah  that lam  truck got numbers on the board  okay  get it  yeah  she keep textin  my phone  i ma ignore  yeah  yeah  yeah  yeah  yeah  oh  yeah  yeah  yeah    chorus  drake   playboi carti  ayy  yeah  niggas ain t gotta respect niggas just gotta accept i put that top left i love my crodie to death  codeine  hype williams  lil  x if you don t say it direct could give a fuck  okay   ayy  yeah  yeah
19,Losses Lyrics, intro  dennis graham  hey  instagram this song i ve been writing  oh  for a few months i don t know  i  i started writing it about family just came up now  so anybody feel any way about it  i don t give a fuck  yeah  family    verse 1  drake  yeah yeah lost you to the game  i gotta hug that i was here when you was asking where the love at dip your finger in the bag to get your buzz back i was wishin  on a star when i was that i ve been fortunate enough to have it my way i m a fortune teller  listen to what i say  member when we used to park up in my driveway i always told it how it was  i never shy away this life is really something you get lost in i know niggas that got famous and they bought friends i had friends that only had half of they heart in it s hard to accept now  and it was hard then but i treated you like gold  i was all in spoiled rotten  they could smell you  fore you walked in burnin  incense in your new apartment but you got no sense when it come to lost you to the game  i gotta hold that how you feelin  in your soul since you sold that  i ll be better off without you  and we know that you ain t lookin  at a nigga you could hold back like i m tryna show the waves  this is no cap you sold me up the river  but i rowed back you put me on the road without a roadmap i m not tryna make no song  these are cold facts   interlude  drake   dennis graham  you got some liquor at the house  yeah go get a shot  let s do a shot together i don t see it okay  hahaha   verse 2  drake  ayy being here wasn t in the plans i do it for the grahams  not the  gram i do it for the fam  but still fuckin  uncle sam i tried to change for you  but that wasn t who i am even when being real is out of fashion niggas keep stealin  my style  now we out here matchin  i did it by being myself with no dramatic acting i couldn t sit around and wait  i had to have it happen lost you to the game  i gotta face that really think i lost you like a ways back always sayin  how a nigga never play fair i took you up under my wing and you just stayed there you was supposed to grow some wings  get your own pair we started this from the bottom  now you alone there shit  you treat it like it s home there dependent on me  you was supposed to get your own share i still love you to my last days i never knew that shit would be this fast paced i never thought i d see awards in a glass case i could ve ended up in your crib with a masked face it could ve went left on a couple bad days when i visit my last place is the only time i m in last place see me these days  i never got on a sad face see me these days  i lost you to the game  and i see why it was always you and i without the t y this is not one of them stories that got three sides this is not one of them stories you could rewind like i m tryna show the waves  this is no cap you drove a nigga crazy  but i drove back you wrote me off and then you never wrote back i m not tryna make no song  these are cold facts   outro  drake   dennis graham  yes  sir  baby  hold on  hold on  let me tell you something about me   i really do know  i know who i wanna be  woo lord  i already passed on all that  woo  you go  head on  haha
